-105.0234280, 40.5688360
-105.0235490, 40.5689240
-105.0236590, 40.5690180
-105.0238320, 40.5691760
-105.0238940, 40.5692100
-105.0241010, 40.5692600
-105.0242610, 40.5692830
-105.0243270, 40.5693150
-105.0243741, 40.5693228
-105.0244250, 40.5692963
-105.0245404, 40.5692555
-105.0246557, 40.5691944
-105.0248005, 40.5691170
-105.0249615, 40.5690518
-105.0250900, 40.5690530
-105.0252870, 40.5690040
-105.0255550, 40.5689450
-105.0259400, 40.5688520
-105.0262710, 40.5687300
-105.0263710, 40.5687040
-105.0264360, 40.5687000
-105.0266060, 40.5687160
-105.0266820, 40.5687160
-105.0267210, 40.5687050
-105.0267470, 40.5686870
-105.0268040, 40.5686320
-105.0267960, 40.5684070
-105.0268100, 40.5680800
-105.0268500, 40.5676830
-105.0268840, 40.5673761
-105.0269098, 40.5672179
-105.0269281, 40.5671535
-105.0276953, 40.5671616
-105.0282049, 40.5671698
-105.0283283, 40.5672105
-105.0289452, 40.5672146
-105.0287681, 40.5672920
-105.0282126, 40.5669647
-105.0281566, 40.5672920
-105.0278777, 40.5669497
-105.0277571, 40.5668288
-105.0277014, 40.5668288
-105.0276129, 40.5668615
-105.0275601, 40.5669203
-105.0275481, 40.5671853
-105.0280010, 40.5673287
-105.0279141, 40.5673952
-105.0278319, 40.5675095
-105.0277453, 40.5675446
-105.0276700, 40.5677620
-105.0276524, 40.5678799
-105.0276271, 40.5679495
-105.0274788, 40.5681695
-105.0274805, 40.5683451
-105.0274531, 40.5685105
-105.0274482, 40.5685731
-105.0274916, 40.5687522
-105.0274812, 40.5689205
-105.0275060, 40.5690088
-105.0275787, 40.5691077
-105.0276720, 40.5692162
-105.0277710, 40.5692618
-105.0282529, 40.5694765
-105.0284463, 40.5694958
-105.0286434, 40.5695006
-105.0286966, 40.5695095
-105.0287416, 40.5695346
-105.0287942, 40.5696178
-105.0288529, 40.5697492
-105.0289502, 40.5699167
-105.0290710, 40.5700446
-105.0292953, 40.5701254
-105.0296114, 40.5701925
-105.0296715, 40.5702251
-105.0296850, 40.5701490
-105.0296750, 40.5700190
-105.0296610, 40.5696830
-105.0296830, 40.5689410
-105.0296940, 40.5688550
-105.0297420, 40.5687830
-105.0297550, 40.5687690
-105.0297750, 40.5687460
-105.0298430, 40.5687100
-105.0299070, 40.5686860
-105.0300570, 40.5686860
-105.0302960, 40.5686990
-105.0306470, 40.5687250
-105.0309500, 40.5687550
-105.0314180, 40.5687850
-105.0324070, 40.5688050
-105.0329500, 40.5687870
-105.0331150, 40.5687960
-105.0337470, 40.5688510
-105.0349445, 40.5689244
-105.0350568, 40.5689343
-105.0352360, 40.5689466
-105.0354220, 40.5689470
-105.0355975, 40.5689145
-105.0358810, 40.5688390
-105.0359450, 40.5688150
-105.0360090, 40.5688160
-105.0360924, 40.5688075
-105.0361957, 40.5688353
-105.0362630, 40.5688610
-105.0363110, 40.5688540
-105.0363690, 40.5688250
-105.0364340, 40.5687690
-105.0366010, 40.5685870
-105.0367720, 40.5683240
-105.0370463, 40.5679085
-105.0369720, 40.5678237
-105.0368662, 40.5675988
-105.0368724, 40.5675627
-105.0370239, 40.5673126
-105.0370893, 40.5671802
-105.0371612, 40.5671010
-105.0372543, 40.5670525
-105.0373906, 40.5670167
